Id,Obs_Date,State,Country,Update,Confirmed,Deaths,Recovered
43054,2020-06-15,Goa,India,4/2/2021 15:13,592,0,85
43069,2020-06-15,Gujarat,India,4/2/2021 15:13,24055,1505,16664
43074,2020-06-15,Haryana,India,4/2/2021 15:13,7722,100,3565
43081,2020-06-15,Himachal Pradesh,India,4/2/2021 15:13,556,8,353
43106,2020-06-15,Jammu and Kashmir,India,4/2/2021 15:13,5220,62,2604
43109,2020-06-15,Jharkhand,India,4/2/2021 15:13,1763,8,905
43127,2020-06-15,Karnataka,India,4/2/2021 15:13,7213,89,4135
43130,2020-06-15,Kerala,India,4/2/2021 15:13,2543,20,1175
43155,2020-06-15,Ladakh,India,4/2/2021 15:13,555,1,82
43171,2020-06-15,Madhya Pradesh,India,4/2/2021 15:13,10935,465,7903
43177,2020-06-15,Maharashtra,India,4/2/2021 15:13,110744,4128,56049
43179,2020-06-15,Manipur,India,4/2/2021 15:13,490,0,151
43192,2020-06-15,Meghalaya,India,4/2/2021 15:13,44,1,25
43206,2020-06-15,Mizoram,India,4/2/2021 15:13,117,0,1
43218,2020-06-15,Nagaland,India,4/2/2021 15:13,177,0,92
43259,2020-06-15,Odisha,India,4/2/2021 15:13,4055,11,2854
43292,2020-06-15,Puducherry,India,4/2/2021 15:13,202,5,95
43296,2020-06-15,Punjab,India,4/2/2021 15:13,3267,71,2443
43306,2020-06-15,Rajasthan,India,4/2/2021 15:13,12981,301,9785
43354,2020-06-15,Sikkim,India,4/2/2021 15:13,68,0,4
43375,2020-06-15,Tamil Nadu,India,4/2/2021 15:13,46504,479,25344
43379,2020-06-15,Telangana,India,4/2/2021 15:13,5193,187,2766
43396,2020-06-15,Tripura,India,4/2/2021 15:13,1086,1,433
43410,2020-06-15,Unknown,India,4/2/2021 15:13,7684,0,0
43418,2020-06-15,Uttar Pradesh,India,4/2/2021 15:13,13615,399,8268
43419,2020-06-15,Uttarakhand,India,4/2/2021 15:13,1845,24,1189
43445,2020-06-15,West Bengal,India,4/2/2021 15:13,11494,485,5494
43654,2020-06-16,Andaman and Nicobar Islands,India,4/2/2021 15:13,44,0,33
43655,2020-06-16,Andhra Pradesh,India,4/2/2021 15:13,6841,88,3509
43671,2020-06-16,Arunachal Pradesh,India,4/2/2021 15:13,95,0,7
43672,2020-06-16,Assam,India,4/2/2021 15:13,4319,8,2166
43694,2020-06-16,Bihar,India,4/2/2021 15:13,6778,41,4644
43727,2020-06-16,Chandigarh,India,4/2/2021 15:13,358,6,302
43734,2020-06-16,Chhattisgarh,India,4/2/2021 15:13,1781,9,1036
43753,2020-06-16,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,45,0,9
43757,2020-06-16,Delhi,India,4/2/2021 15:13,44688,1837,16500
43787,2020-06-16,Goa,India,4/2/2021 15:13,629,0,85
43802,2020-06-16,Gujarat,India,4/2/2021 15:13,24577,1533,17082
43807,2020-06-16,Haryana,India,4/2/2021 15:13,8272,118,3748
43814,2020-06-16,Himachal Pradesh,India,4/2/2021 15:13,560,8,372
43839,2020-06-16,Jammu and Kashmir,India,4/2/2021 15:13,5298,63,2781
43842,2020-06-16,Jharkhand,India,4/2/2021 15:13,1839,9,1121
43860,2020-06-16,Karnataka,India,4/2/2021 15:13,7530,94,4456
43863,2020-06-16,Kerala,India,4/2/2021 15:13,2622,20,1236
43888,2020-06-16,Ladakh,India,4/2/2021 15:13,649,1,85
43904,2020-06-16,Madhya Pradesh,India,4/2/2021 15:13,11083,476,8152
43910,2020-06-16,Maharashtra,India,4/2/2021 15:13,113445,5537,57851
43912,2020-06-16,Manipur,India,4/2/2021 15:13,500,0,159
43925,2020-06-16,Meghalaya,India,4/2/2021 15:13,44,1,25
43939,2020-06-16,Mizoram,India,4/2/2021 15:13,121,0,1
43951,2020-06-16,Nagaland,India,4/2/2021 15:13,179,0,92
43992,2020-06-16,Odisha,India,4/2/2021 15:13,4163,11,2974
44025,2020-06-16,Puducherry,India,4/2/2021 15:13,216,6,99
44029,2020-06-16,Punjab,India,4/2/2021 15:13,3371,72,2461
44039,2020-06-16,Rajasthan,India,4/2/2021 15:13,13216,308,9849
44087,2020-06-16,Sikkim,India,4/2/2021 15:13,70,0,4
44108,2020-06-16,Tamil Nadu,India,4/2/2021 15:13,48019,528,26782
44112,2020-06-16,Telangana,India,4/2/2021 15:13,5406,191,3027
44129,2020-06-16,Tripura,India,4/2/2021 15:13,1092,1,433
44143,2020-06-16,Unknown,India,4/2/2021 15:13,8273,0,0
44151,2020-06-16,Uttar Pradesh,India,4/2/2021 15:13,14091,417,8610
44152,2020-06-16,Uttarakhand,India,4/2/2021 15:13,1942,25,1216
44178,2020-06-16,West Bengal,India,4/2/2021 15:13,11909,495,6028
44387,2020-06-17,Andaman and Nicobar Islands,India,4/2/2021 15:13,44,0,33
44388,2020-06-17,Andhra Pradesh,India,4/2/2021 15:13,7071,90,3641
44404,2020-06-17,Arunachal Pradesh,India,4/2/2021 15:13,99,0,7
44405,2020-06-17,Assam,India,4/2/2021 15:13,4605,8,2642
44427,2020-06-17,Bihar,India,4/2/2021 15:13,6942,44,4926
44460,2020-06-17,Chandigarh,India,4/2/2021 15:13,368,6,303
44467,2020-06-17,Chhattisgarh,India,4/2/2021 15:13,1864,10,1180
44486,2020-06-17,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,57,0,12
44490,2020-06-17,Delhi,India,4/2/2021 15:13,47102,1904,17457
44520,2020-06-17,Goa,India,4/2/2021 15:13,656,0,96
44535,2020-06-17,Gujarat,India,4/2/2021 15:13,25093,1560,17430
44540,2020-06-17,Haryana,India,4/2/2021 15:13,8832,130,3952
44547,2020-06-17,Himachal Pradesh,India,4/2/2021 15:13,569,8,372
44572,2020-06-17,Jammu and Kashmir,India,4/2/2021 15:13,5406,65,2914
44575,2020-06-17,Jharkhand,India,4/2/2021 15:13,1895,10,1151
